GMT,MaxTemperatureC,MeanTemperatureC,MinTemperatureC,DewPointC,MeanDewPointC,MinDewpointC,MaxHumidity,MeanHumidity,MinHumidity,MaxSeaLevelPressurehPa,MeanSeaLevelPressurehPa,MinSeaLevelPressurehPa,MaxVisibilityKm,MeanVisibilityKm,MinVisibilitykM,MaxWindSpeedKm/h,MeanWindSpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2015-08-07,21,17,14,12,10,9,77,61,49,1021,1019,1016,10.0,10.0,10.0,14,10,0.0,2.0,0,9
2015-08-08,26,21,16,13,12,11,77,56,39,1024,1022,1021,10.0,10.0,10.0,23,10,0.0,2.0,0,190
2015-08-09,24,19,14,14,13,11,82,64,53,1020,1019,1017,10.0,10.0,10.0,24,14,0.0,3.0,0,208
2015-08-10,24,19,15,17,14,11,100,74,50,1017,1015,1014,10.0,10.0,10.0,27,18,0.0,4.0,1,211
2015-08-11,21,16,12,12,11,10,88,63,49,1023,1021,1017,10.0,10.0,10.0,11,5,0.0,2.0,0,58
2015-08-12,25,18,12,13,11,9,88,58,36,1025,1023,1022,10.0,10.0,10.0,19,11,0.0,1.0,0,65
2015-08-13,20,18,16,16,14,11,88,79,72,1022,1017,1012,10.0,10.0,10.0,26,18,0.0,6.0,1,46
2015-08-14,17,16,14,16,15,12,100,93,82,1008,1006,1005,10.0,6.0,1.0,16,11,0.0,6.0,1,312
2015-08-15,19,17,14,12,8,7,88,62,49,1014,1012,1008,10.0,10.0,10.0,21,13,0.0,1.0,0,296
2015-08-16,20,16,11,10,7,5,88,50,40,1018,1017,1017,10.0,10.0,10.0,11,5,0.0,1.0,0,223
2015-08-17,20,16,12,11,9,7,82,58,43,1019,1017,1016,10.0,10.0,10.0,19,8,0.0,1.0,0,320
2015-08-18,20,17,13,12,10,9,82,64,49,1016,1014,1012,10.0,10.0,10.0,19,11,0.0,1.0,0,264
2015-08-19,20,16,11,15,13,10,100,82,60,1016,1015,1014,10.0,9.0,4.0,26,14,0.0,3.0,1,195
2015-08-20,22,18,15,17,16,15,100,83,68,1019,1018,1016,10.0,10.0,9.0,23,13,0.0,5.0,0,193
2015-08-21,22,19,17,17,17,15,94,82,69,1018,1017,1017,10.0,10.0,10.0,27,19,0.0,4.0,0,189
2015-08-22,29,22,16,17,16,14,94,64,40,1017,1013,1009,10.0,10.0,10.0,32,14,0.0,2.0,0,147
2015-08-23,23,19,16,16,14,13,94,73,57,1001,1000,999,10.0,9.0,5.0,24,18,0.0,3.0,1,176
2015-08-24,17,14,12,15,13,11,100,90,77,1004,1000,999,10.0,9.0,5.0,16,10,0.0,2.0,1,339
2015-08-25,18,14,11,16,13,10,100,86,68,1008,1005,1002,10.0,9.0,3.0,27,16,0.0,4.0,1,200
2015-08-26,22,18,15,15,13,10,94,74,49,1004,1001,999,10.0,10.0,10.0,32,21,0.0,2.0,1,213
2015-08-27,19,14,11,13,11,8,94,77,56,1010,1006,1002,10.0,10.0,10.0,29,16,0.0,2.0,1,218
2015-08-28,20,14,9,13,9,7,100,69,46,1018,1015,1010,10.0,10.0,10.0,29,14,0.0,2.0,1,214
2015-08-29,21,16,12,13,11,9,88,63,46,1019,1019,1018,10.0,10.0,10.0,23,14,0.0,1.0,0,210
2015-08-30,18,17,15,14,13,12,88,77,68,1019,1018,1018,10.0,9.0,7.0,14,11,0.0,2.0,1,38
2015-08-31,15,14,14,14,13,13,100,95,88,1015,1015,1014,10.0,7.0,3.0,24,18,0.0,7.0,1,358
2015-09-01,18,14,11,12,11,10,100,83,59,1020,1019,1017,10.0,9.0,3.0,14,10,0.0,3.0,1,321
2015-09-02,16,13,10,12,11,9,100,84,68,1019,1017,1016,10.0,10.0,9.0,14,8,0.0,3.0,1,280
2015-09-03,15,12,9,10,8,6,100,75,55,1017,1016,1015,10.0,10.0,10.0,21,11,0.0,3.0,0,292
2015-09-04,16,13,10,11,8,7,100,73,55,1019,1018,1017,10.0,10.0,10.0,24,13,0.0,3.0,0,308
2015-09-05,16,13,10,11,8,5,94,73,48,1024,1022,1018,10.0,9.0,2.0,24,14,0.0,4.0,1,355
2015-09-06,19,13,8,10,9,7,93,64,49,1029,1028,1028,10.0,10.0,10.0,23,13,0.0,2.0,0,297
2015-09-07,19,13,7,11,10,7,100,76,59,1032,1031,1030,10.0,10.0,9.0,16,8,0.0,2.0,1,45
2015-09-08,15,11,8,11,9,7,100,83,67,1031,1028,1026,10.0,9.0,1.0,16,8,0.0,6.0,1,72
2015-09-09,19,14,11,12,11,9,94,78,64,1026,1023,1021,10.0,10.0,10.0,19,13,0.0,4.0,0,81
2015-09-10,22,16,10,14,10,7,100,70,41,1023,1021,1019,10.0,9.0,5.0,21,13,0.0,2.0,0,85
2015-09-11,21,16,10,13,11,8,100,69,43,1019,1014,1010,10.0,9.0,7.0,24,14,0.0,1.0,1,111
2015-09-12,19,17,14,15,12,8,94,77,56,1009,1005,1003,10.0,9.0,7.0,29,19,0.0,4.0,1,206
2015-09-13,18,14,10,12,10,9,94,69,56,1008,1005,1002,10.0,10.0,10.0,14,8,0.0,2.0,0,129
2015-09-14,16,13,11,15,12,9,100,92,82,994,991,989,10.0,7.0,3.0,27,16,0.0,7.0,1,121
2015-09-15,17,13,10,13,12,9,100,89,68,996,994,991,10.0,9.0,3.0,23,14,0.0,4.0,1,233
2015-09-16,16,13,11,12,11,10,100,85,72,995,990,987,10.0,8.0,3.0,27,14,0.0,3.0,1,18
2015-09-17,17,13,9,12,9,7,94,75,52,1005,1000,990,10.0,10.0,10.0,23,13,0.0,2.0,1,252
2015-09-18,19,16,12,12,11,9,100,81,56,1020,1012,1005,10.0,9.0,7.0,16,8,0.0,2.0,1,327
2015-09-19,19,13,7,13,11,7,100,83,60,1026,1025,1020,10.0,6.0,0.0,11,6,0.0,2.0,1,203
2015-09-20,17,12,8,13,11,8,100,78,63,1025,1024,1021,10.0,8.0,0.0,24,13,0.0,4.0,1,222
2015-09-21,17,13,10,14,11,8,100,87,63,1014,1008,1003,10.0,8.0,4.0,24,13,0.0,4.0,1,224
2015-09-22,16,12,8,11,10,8,100,88,63,1003,1001,999,10.0,9.0,6.0,24,11,0.0,6.0,1,337
2015-09-23,17,12,8,14,11,7,100,79,63,1012,1011,1010,10.0,10.0,10.0,32,16,0.0,4.0,0,232
2015-09-24,16,13,10,14,9,6,100,74,52,1018,1013,1009,10.0,9.0,3.0,29,18,0.0,3.0,1,232
2015-09-25,17,12,7,10,7,6,100,72,48,1027,1023,1018,10.0,10.0,10.0,19,10,0.0,2.0,0,271
2015-09-26,18,11,5,9,8,5,100,70,52,1030,1029,1027,10.0,10.0,7.0,16,5,0.0,2.0,1,84
2015-09-27,18,14,10,11,9,9,94,69,56,1035,1035,1034,10.0,10.0,9.0,16,11,0.0,2.0,0,78
2015-09-28,19,12,6,12,10,6,100,78,60,1038,1037,1036,10.0,9.0,4.0,21,11,0.0,1.0,1,91
2015-09-29,18,13,8,12,11,8,100,80,59,1037,1036,1034,10.0,8.0,4.0,21,13,0.0,1.0,1,59
2015-09-30,18,13,9,11,9,7,100,77,52,1036,1034,1033,10.0,9.0,4.0,24,18,0.0,1.0,0,58
2015-10-01,19,14,10,12,9,7,100,77,49,1034,1032,1030,10.0,7.0,0.0,29,14,0.0,3.0,1,51
2015-10-02,17,13,9,11,9,8,100,79,59,1030,1024,1020,10.0,8.0,5.0,14,10,0.0,5.0,1,47
2015-10-03,13,10,8,9,8,7,100,79,67,1020,1016,1014,10.0,8.0,0.0,11,6,0.0,6.0,1,345
2015-10-04,17,12,7,10,8,7,100,71,59,1015,1013,1011,10.0,9.0,6.0,13,6,0.0,1.0,0,159
2015-10-05,19,16,13,18,16,13,100,95,83,1002,1001,999,10.0,7.0,3.0,26,21,0.0,6.0,1,156
2015-10-06,17,14,13,16,14,12,100,96,88,999,996,994,10.0,9.0,4.0,21,13,0.0,4.0,1,107
2015-10-07,15,11,8,14,10,6,100,84,67,1016,1010,999,10.0,9.0,4.0,27,13,0.0,6.0,1,280
2015-10-08,16,11,6,10,8,5,100,84,59,1023,1021,1016,10.0,10.0,10.0,13,6,0.0,2.0,1,216
2015-10-09,17,11,6,11,8,6,100,81,55,1023,1023,1022,10.0,9.0,7.0,13,3,0.0,1.0,1,94
2015-10-10,15,11,8,11,10,8,100,85,72,1023,1021,1019,10.0,10.0,8.0,21,11,0.0,2.0,0,47
2015-10-11,14,12,10,9,8,7,94,74,63,1019,1018,1018,10.0,9.0,5.0,23,14,0.0,1.0,0,55
2015-10-12,14,10,6,8,7,5,93,77,63,1022,1021,1020,10.0,10.0,8.0,19,13,0.0,2.0,0,348
2015-10-13,13,10,7,7,6,5,93,77,58,1027,1025,1022,10.0,10.0,9.0,29,16,0.0,3.0,0,5
2015-10-14,13,10,7,8,7,6,93,81,67,1027,1025,1023,10.0,10.0,7.0,27,16,0.0,2.0,0,8
2015-10-15,13,10,8,10,8,7,94,86,72,1024,1023,1022,10.0,9.0,8.0,21,16,0.0,3.0,1,12
2015-10-16,13,11,10,9,9,8,94,84,72,1024,1024,1023,10.0,9.0,7.0,27,18,0.0,5.0,0,8
2015-10-17,14,12,10,8,7,5,87,74,58,1023,1022,1021,10.0,10.0,9.0,23,16,0.0,5.0,0,15
2015-10-18,14,12,11,11,11,10,100,90,82,1022,1022,1021,10.0,9.0,5.0,19,13,0.0,6.0,0,29
2015-10-19,13,11,10,10,9,8,100,84,72,1027,1026,1025,10.0,9.0,4.0,16,10,0.0,6.0,0,359
2015-10-20,15,11,7,10,8,6,100,79,59,1028,1026,1023,10.0,9.0,5.0,16,8,0.0,3.0,0,285
2015-10-21,17,12,8,14,12,7,100,91,82,1023,1015,1012,10.0,9.0,6.0,23,14,0.0,6.0,1,247
2015-10-22,15,10,5,13,7,4,94,74,55,1022,1017,1012,10.0,10.0,10.0,26,19,0.0,4.0,0,270
2015-10-23,12,8,4,9,8,4,100,84,72,1022,1019,1015,10.0,10.0,10.0,19,10,0.0,7.0,0,192
2015-10-24,13,11,8,12,11,8,100,94,87,1016,1012,1010,10.0,9.0,1.0,21,14,0.0,5.0,1,219
2015-10-25,12,7,3,8,6,3,100,83,67,1026,1024,1022,10.0,10.0,10.0,13,8,0.0,1.0,0,181
2015-10-26,16,12,8,12,10,7,94,86,72,1015,1012,1011,10.0,9.0,7.0,27,16,0.0,3.0,0,123
2015-10-27,16,13,12,13,13,11,100,91,82,1011,1008,1007,9.0,7.0,3.0,19,11,0.0,5.0,1,109
2015-10-28,15,12,9,12,11,8,100,95,82,1007,1006,1006,10.0,8.0,4.0,13,8,0.0,3.0,1,198
2015-10-29,15,12,10,14,12,10,100,95,88,1014,1010,1007,10.0,8.0,3.0,27,16,0.0,5.0,1,163
2015-10-30,17,13,11,15,13,10,100,92,82,1020,1017,1013,10.0,10.0,9.0,32,16,0.0,4.0,1,161
2015-10-31,15,13,11,12,11,10,94,89,82,1024,1022,1019,10.0,8.0,5.0,13,10,0.0,5.0,1,137
2015-11-01,18,13,9,15,11,9,100,89,73,1029,1028,1027,10.0,4.0,0.0,11,6,0.0,1.0,1,123
2015-11-02,11,8,5,11,9,5,100,100,100,1025,1022,1019,3.0,0.0,0.0,11,6,0.0,6.0,1,96
2015-11-03,12,10,9,12,10,9,100,98,94,1018,1015,1013,4.0,3.0,2.0,13,8,0.0,7.0,1,105
2015-11-04,15,13,11,13,12,11,100,96,82,1013,1013,1012,10.0,7.0,1.0,13,6,0.0,4.0,1,170
2015-11-05,16,13,11,15,13,11,100,96,88,1013,1009,1007,10.0,7.0,3.0,24,14,0.0,5.0,1,181
2015-11-06,17,14,12,16,14,11,100,96,88,1017,1012,1009,10.0,8.0,3.0,24,18,0.0,5.0,1,204
2015-11-07,18,14,11,16,13,10,94,87,68,1019,1013,1009,10.0,9.0,5.0,42,24,0.0,4.0,1,218
2015-11-08,16,13,11,14,13,10,100,94,88,1021,1015,1011,10.0,9.0,4.0,37,21,0.0,6.0,1,185
2015-11-09,15,12,10,13,11,8,94,88,82,1018,1017,1015,10.0,10.0,8.0,47,32,0.0,5.0,1,217
2015-11-10,16,14,14,14,14,13,94,91,88,1019,1018,1017,10.0,10.0,10.0,39,27,0.0,5.0,0,218
2015-11-11,15,13,12,13,11,10,100,85,77,1020,1018,1017,10.0,10.0,10.0,34,23,0.0,4.0,0,215
2015-11-12,15,11,8,13,11,8,100,89,82,1021,1016,1011,10.0,9.0,1.0,35,19,0.0,4.0,1,199
2015-11-13,11,8,5,9,4,2,88,78,58,1023,1019,1013,10.0,10.0,8.0,39,23,0.0,2.0,1,232
2015-11-14,14,10,7,13,8,4,100,91,81,1024,1018,1011,10.0,8.0,6.0,32,21,0.0,5.0,1,207
2015-11-15,16,14,14,12,12,11,88,79,77,1009,1009,1008,10.0,10.0,10.0,47,39,0.0,5.0,0,230
2015-11-16,12,10,9,9,7,4,100,81,62,1008,1007,1003,10.0,10.0,8.0,32,19,0.0,3.0,1,226
2015-11-17,16,12,9,14,9,6,100,85,59,1007,1000,995,10.0,9.0,4.0,60,23,0.0,4.0,1,225
2015-11-18,14,11,9,12,9,6,94,82,71,1009,1006,1004,10.0,10.0,4.0,52,32,0.0,3.0,1,230
2015-11-19,11,9,8,9,7,4,94,83,71,1012,1011,1008,10.0,10.0,10.0,27,21,0.0,2.0,1,247
2015-11-20,9,6,3,4,3,0,93,79,62,1012,1006,1002,10.0,10.0,9.0,34,16,0.0,2.0,1,255
2015-11-21,5,3,2,1,-2,-5,93,67,56,1012,1010,1002,10.0,10.0,10.0,45,27,0.0,1.0,0,316
2015-11-22,6,2,-1,4,2,-1,100,87,81,1019,1016,1012,10.0,10.0,8.0,21,8,0.0,4.0,0,346
2015-11-23,7,2,-2,6,3,-2,100,91,81,1024,1021,1015,10.0,8.0,6.0,19,11,0.0,3.0,1,208
2015-11-24,9,7,6,8,6,5,100,92,87,1014,1010,1008,10.0,9.0,7.0,23,16,0.0,3.0,1,240
2015-11-25,11,9,7,7,7,6,93,84,76,1014,1011,1009,10.0,10.0,7.0,29,18,0.0,2.0,1,292
2015-11-26,10,8,7,10,9,7,100,99,93,1020,1019,1018,10.0,6.0,2.0,11,10,0.0,6.0,1,234
2015-11-27,13,9,4,11,8,3,100,92,81,1017,1007,1001,10.0,10.0,5.0,35,21,0.0,6.0,1,232
2015-11-28,9,6,3,8,5,1,100,91,87,1012,1007,1002,10.0,9.0,6.0,45,23,0.0,3.0,1,217
2015-11-29,13,11,10,10,8,6,94,78,67,1008,1004,1002,10.0,9.0,7.0,58,39,0.0,4.0,1,249
2015-11-30,14,10,6,12,9,6,100,90,82,1018,1012,1008,10.0,9.0,4.0,42,26,0.0,5.0,1,251
2015-12-01,14,10,7,12,9,7,100,85,72,1022,1020,1018,10.0,9.0,3.0,35,18,0.0,3.0,1,218
2015-12-02,13,11,10,11,8,6,94,80,67,1020,1019,1018,10.0,9.0,5.0,35,24,0.0,4.0,1,207
2015-12-03,13,12,9,12,11,6,94,90,77,1020,1014,1006,10.0,9.0,5.0,45,26,0.0,5.0,1,193
2015-12-04,12,9,6,9,8,4,88,84,76,1025,1022,1016,10.0,10.0,10.0,39,26,0.0,2.0,0,219
2015-12-05,12,11,11,7,7,7,76,73,72,1019,1013,1011,10.0,10.0,10.0,55,43,0.0,3.0,0,217
2015-12-06,13,11,9,12,11,9,100,93,88,1019,1014,1009,10.0,8.0,3.0,35,26,0.0,5.0,1,223
2015-12-07,15,13,11,13,11,10,100,92,82,1023,1021,1018,10.0,10.0,5.0,27,19,0.0,4.0,0,169
2015-12-08,13,9,6,12,7,4,94,82,72,1028,1020,1015,10.0,10.0,7.0,35,23,0.0,3.0,1,215
2015-12-09,11,7,4,7,6,3,100,81,71,1031,1028,1025,10.0,10.0,10.0,45,24,0.0,2.0,0,207
2015-12-10,11,8,6,9,7,6,100,94,71,1021,1020,1018,10.0,9.0,3.0,35,23,0.0,5.0,1,216
2015-12-11,9,6,2,8,4,2,100,88,71,1022,1020,1018,10.0,10.0,10.0,26,16,0.0,1.0,1,225
2015-12-12,13,7,2,11,8,2,100,92,82,1022,1012,1008,10.0,8.0,4.0,52,24,0.0,7.0,1,203
2015-12-13,7,6,5,7,6,5,100,100,100,1019,1018,1017,4.0,3.0,2.0,11,8,0.0,7.0,1,100
2015-12-14,9,8,8,9,8,8,100,96,93,1015,1014,1013,10.0,7.0,4.0,14,13,0.0,6.0,1,150
2015-12-15,13,11,9,12,11,9,100,97,94,1016,1014,1011,10.0,5.0,3.0,23,13,0.0,6.0,1,138
2015-12-16,14,13,12,14,12,11,100,93,82,1018,1016,1011,10.0,9.0,2.0,32,21,0.0,5.0,1,207
2015-12-17,15,13,11,14,11,9,100,90,77,1016,1013,1010,10.0,9.0,6.0,32,23,0.0,2.0,1,203
2015-12-18,13,12,11,11,11,9,94,91,88,1017,1015,1012,10.0,10.0,10.0,26,19,0.0,3.0,1,196
2015-12-19,15,14,13,14,13,11,94,87,77,1012,1008,1005,10.0,9.0,4.0,35,29,0.0,6.0,1,193
2015-12-20,12,11,10,9,8,7,87,82,76,1008,1008,1007,10.0,10.0,10.0,34,23,0.0,2.0,0,200
2015-12-21,13,9,5,11,7,3,100,87,71,1015,1011,1005,10.0,10.0,7.0,55,24,0.0,3.0,1,206
2015-12-22,15,12,10,12,11,8,100,89,77,1014,1008,1007,10.0,8.0,4.0,45,31,0.0,5.0,1,214
2015-12-23,10,8,6,8,6,3,93,84,76,1019,1016,1009,10.0,10.0,10.0,32,23,0.0,1.0,0,204
2015-12-24,12,10,7,10,7,3,94,83,71,1010,1005,1002,10.0,9.0,5.0,45,37,0.0,4.0,1,221
2015-12-29,11,9,8,8,7,6,93,83,76,1017,1016,1013,10.0,10.0,10.0,23,18,0.0,1.0,0,185
2015-12-30,14,11,8,10,9,7,100,89,72,1007,1004,1000,10.0,9.0,3.0,55,37,0.0,6.0,1,182
2015-12-31,10,8,6,7,5,4,93,83,71,1010,1008,1001,10.0,9.0,2.0,52,23,0.0,2.0,1,199
