GMT,MaxTemperatureC,MeanTemperatureC,MinTemperatureC,DewPointC,MeanDewPointC,MinDewpointC,MaxHumidity,MeanHumidity,MinHumidity,MaxSeaLevelPressurehPa,MeanSeaLevelPressurehPa,MinSeaLevelPressurehPa,MaxVisibilityKm,MeanVisibilityKm,MinVisibilitykM,MaxWindSpeedKm/h,MeanWindSpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2014-09-02,21,16,11,12,11,10,100,69,49,1024,1023,1022,10,10,10,11,6,0.0,2.0,0,75
2014-09-03,22,18,14,16,15,12,94,80,60,1024,1023,1021,10,8,3,16,10,0.0,4.0,0,75
2014-09-04,20,17,13,16,14,13,100,82,73,1022,1019,1018,10,7,0,19,11,0.0,6.0,1,35
2014-09-05,21,18,15,14,13,13,88,74,60,1018,1016,1015,9,7,6,13,10,0.0,5.0,0,337
2014-09-06,21,17,14,15,14,13,94,80,64,1015,1014,1014,10,6,5,13,6,0.0,4.0,0,330
2014-09-07,20,17,14,11,8,6,82,55,40,1016,1016,1016,10,10,10,21,14,0.0,1.0,0,330
2014-09-08,21,13,7,12,10,6,100,66,46,1021,1020,1020,10,9,6,14,5,0.0,1.0,0,340
2014-09-09,22,17,13,12,11,10,88,65,46,1022,1021,1020,10,9,5,10,6,0.0,2.0,0,344
2014-09-10,21,16,10,14,12,10,100,74,49,1022,1021,1020,10,8,2,13,8,0.0,3.0,1,121
2014-09-11,19,14,10,12,10,9,94,74,56,1024,1023,1022,10,7,4,16,8,0.0,2.0,1,85
2014-09-12,21,16,11,14,12,10,94,75,53,1026,1025,1024,10,7,2,14,10,0.0,5.0,0,64
2014-09-13,21,17,13,14,13,11,100,74,56,1028,1027,1026,10,10,7,19,13,0.0,6.0,0,68
2014-09-14,21,17,14,13,13,12,88,70,60,1025,1023,1021,10,10,9,24,19,0.0,2.0,0,70
2014-09-15,19,17,14,15,15,13,100,88,73,1018,1017,1016,10,8,2,19,10,0.0,4.0,1,42
2014-09-16,21,16,10,16,14,10,100,85,68,1016,1015,1014,10,6,0,23,11,0.0,3.0,1,62
2014-09-17,22,19,16,16,15,14,94,80,60,1015,1013,1011,10,7,4,23,18,0.0,4.0,0,56
2014-09-18,24,20,16,17,16,15,94,78,65,1012,1010,1009,10,7,2,23,16,0.0,3.0,0,62
2014-09-19,18,17,16,17,16,15,100,96,88,1014,1012,1011,5,2,1,19,13,0.0,7.0,1,52
2014-09-20,18,17,16,15,14,14,94,85,77,1018,1017,1015,5,4,2,16,11,0.0,7.0,0,25
2014-09-21,18,14,11,11,9,7,94,64,52,1026,1025,1024,10,10,8,24,16,0.0,2.0,0,21
2014-09-22,20,11,3,10,8,3,100,75,49,1027,1025,1024,10,8,0,14,5,0.0,3.0,1,288
2014-09-23,18,12,6,12,11,6,100,80,59,1023,1019,1015,10,8,5,21,11,0.0,2.0,1,233
2014-09-24,17,13,8,12,9,6,100,76,48,1018,1014,1012,10,8,4,32,16,0.0,2.0,1,285
2014-09-25,20,13,6,15,12,5,100,84,68,1020,1019,1018,10,10,10,29,14,0.0,4.0,0,234
2014-09-26,21,18,14,15,13,9,94,74,60,1027,1023,1019,10,10,10,24,14,0.0,4.0,0,269
2014-09-27,20,16,11,13,12,9,94,72,60,1027,1026,1024,10,10,10,13,6,0.0,6.0,0,247
2014-09-28,23,19,15,16,15,14,94,72,61,1022,1020,1019,10,10,9,8,3,0.0,3.0,0,102
2014-09-29,21,17,14,16,14,13,100,85,68,1020,1019,1018,10,7,3,14,6,0.0,2.0,1,201
2014-09-30,21,16,12,15,13,12,100,82,56,1023,1022,1020,10,7,0,19,11,0.0,3.0,1,215
2014-10-01,21,16,12,15,13,12,100,82,64,1029,1025,1021,10,9,0,23,13,0.0,4.0,1,253
2014-10-02,19,14,9,14,12,8,100,84,73,1030,1027,1021,10,10,9,16,10,0.0,3.0,0,167
2014-10-03,21,16,11,14,13,11,100,80,60,1024,1020,1015,10,9,6,24,14,0.0,3.0,0,199
2014-10-04,16,13,11,14,9,4,94,79,51,1016,1012,1007,10,10,10,23,18,0.0,4.0,1,282
2014-10-05,15,9,4,8,7,4,100,71,59,1020,1018,1015,10,10,10,16,10,0.0,2.0,0,182
2014-10-06,13,10,7,12,10,6,100,95,88,1001,998,997,10,9,4,32,21,0.0,5.0,1,164
2014-10-07,14,9,5,8,6,4,100,82,51,1000,996,992,10,10,9,37,16,0.0,3.0,1,218
2014-10-08,16,11,7,13,10,6,94,89,77,1000,993,990,10,9,5,29,14,0.0,3.0,1,186
2014-10-09,16,13,10,11,10,8,100,86,68,1002,996,992,10,9,3,40,23,0.0,2.0,1,207
2014-10-10,17,12,8,11,9,8,100,83,55,1010,1008,1003,10,10,10,29,16,0.0,2.0,1,200
2014-10-11,15,10,6,12,9,6,100,89,72,1011,1010,1009,10,9,5,16,8,0.0,3.0,1,204
2014-10-12,13,8,3,10,7,3,100,91,77,1013,1011,1009,10,5,0,21,8,0.0,2.0,1,49
2014-10-13,12,11,11,11,11,10,94,92,88,1002,1001,1000,10,8,3,42,34,0.0,6.0,1,13
2014-10-14,13,12,11,12,11,10,100,94,88,1008,1006,1002,10,7,3,29,21,0.0,7.0,1,3
2014-10-15,14,12,11,13,12,11,100,95,88,1008,1003,999,10,7,3,19,10,0.0,6.0,1,99
2014-10-16,17,13,10,14,13,10,100,91,77,1002,1001,999,10,9,3,16,10,0.0,3.0,1,193
2014-10-17,19,14,11,15,14,11,100,90,73,1009,1007,1003,10,9,7,27,16,0.0,3.0,1,178
2014-10-18,19,17,16,16,16,15,94,86,78,1009,1007,1005,10,10,10,32,26,0.0,4.0,1,196
2014-10-19,18,17,14,13,12,11,88,75,64,1011,1010,1009,10,10,10,35,29,0.0,2.0,1,227
2014-10-20,15,12,10,12,11,9,100,89,77,1015,1013,1008,10,10,10,26,14,0.0,3.0,1,224
2014-10-21,14,10,6,12,6,4,94,74,54,1021,1008,997,10,10,8,45,27,0.0,3.0,1,278
2014-10-22,12,9,6,10,8,3,94,85,76,1025,1023,1021,10,10,8,21,14,0.0,2.0,1,232
2014-10-23,16,13,11,13,12,9,94,88,82,1021,1016,1014,10,10,10,27,18,0.0,5.0,0,215
2014-10-24,16,12,8,15,12,8,100,94,88,1015,1013,1011,10,10,3,27,14,0.0,4.0,1,224
2014-10-25,14,9,5,11,9,5,100,89,77,1017,1016,1015,10,10,10,26,13,0.0,3.0,1,213
2014-10-26,15,14,13,11,9,9,82,75,67,1019,1018,1018,10,10,10,39,24,0.0,3.0,0,214
2014-10-27,17,14,13,14,13,12,94,87,77,1018,1016,1015,10,10,10,32,21,0.0,4.0,0,201
2014-10-28,20,16,12,15,13,9,100,82,64,1014,1011,1008,10,10,10,27,19,0.0,3.0,0,208
2014-10-29,12,11,10,11,10,6,100,92,76,1018,1017,1013,10,7,2,19,13,0.0,5.0,1,81
2014-10-30,18,14,11,16,14,11,100,93,83,1017,1016,1016,10,8,2,21,13,0.0,5.0,0,183
2014-10-31,22,18,15,16,14,13,100,82,60,1016,1014,1011,10,7,5,26,14,0.0,5.0,0,179
2014-11-01,17,14,13,15,11,8,94,78,59,1014,1013,1010,10,10,10,27,21,0.0,2.0,0,204
2014-11-02,14,12,10,13,11,9,94,90,82,1003,1002,1000,10,10,6,24,14,0.0,3.0,1,227
2014-11-03,11,8,6,7,6,4,100,85,71,991,987,987,10,10,10,21,14,0.0,2.0,1,198
2014-11-04,9,7,4,7,6,4,100,94,82,999,993,987,10,8,0,14,8,0.0,3.0,1,280
2014-11-05,11,6,1,7,4,1,100,84,58,1009,1006,999,10,9,5,26,11,0.0,2.0,0,333
2014-11-06,11,6,0,10,6,0,100,88,76,1009,1002,992,10,9,3,35,16,0.0,4.0,1,164
2014-11-07,12,8,5,12,8,5,100,95,87,997,991,986,10,9,6,48,23,0.0,5.0,1,206
2014-11-08,13,9,6,11,9,5,100,92,82,999,996,995,10,9,2,29,19,0.0,5.0,1,180
2014-11-09,12,7,3,8,7,3,100,88,77,1003,1002,1002,10,9,1,14,8,0.0,1.0,1,198
2014-11-10,12,8,5,10,8,5,100,91,77,1002,1000,997,10,9,6,26,14,0.0,2.0,1,170
2014-11-11,12,11,11,11,9,8,100,88,82,997,994,991,10,9,6,27,21,0.0,5.0,1,133
2014-11-12,12,10,8,10,9,7,100,90,77,1002,996,991,10,10,6,24,18,0.0,3.0,1,170
2014-11-13,13,10,8,11,11,8,100,90,82,1002,1000,997,10,10,10,40,19,0.0,4.0,1,146
2014-11-14,13,10,6,12,9,5,100,90,72,1000,998,995,10,9,6,24,14,0.0,3.0,1,153
2014-11-15,10,8,6,10,8,6,100,97,93,1000,999,998,10,4,1,14,10,0.0,7.0,0,87
2014-11-16,11,10,9,10,9,8,100,96,93,1002,1001,1000,10,5,3,21,14,0.0,7.0,1,39
2014-11-17,10,8,7,9,8,6,100,93,87,1007,1002,997,10,8,2,24,16,0.0,5.0,1,46
2014-11-18,12,9,6,10,8,6,100,93,82,1015,1012,1007,10,7,4,19,13,0.0,3.0,1,51
2014-11-19,11,8,6,9,7,6,100,94,82,1023,1019,1015,6,5,4,14,11,0.0,2.0,1,97
2014-11-20,10,8,6,8,7,5,100,96,87,1026,1024,1023,6,3,0,11,8,0.0,5.0,1,71
2014-11-21,8,7,6,8,7,5,100,96,93,1023,1016,1011,6,5,3,21,11,0.0,4.0,1,113
2014-11-22,15,11,8,14,12,8,100,96,93,1013,1011,1010,10,8,4,19,11,0.0,5.0,1,193
2014-11-23,9,8,6,8,7,4,93,91,81,1019,1017,1017,10,10,9,14,8,0.0,4.0,1,318
2014-11-24,7,3,-1,5,2,-1,100,95,87,1027,1027,1025,10,5,0,10,5,0.0,1.0,1,210
2014-11-25,7,3,-1,6,3,-1,100,97,93,1027,1022,1017,5,3,0,19,8,0.0,2.0,1,37
2014-11-26,8,7,7,8,8,6,100,99,93,1016,1011,1007,5,3,0,13,10,0.0,7.0,1,31
2014-11-27,9,7,6,9,8,6,100,99,87,1006,1002,1001,10,5,1,14,5,0.0,6.0,1,123
2014-11-28,11,10,9,11,10,9,100,96,88,1008,1004,1002,9,5,4,23,14,0.0,7.0,1,70
2014-11-29,11,10,6,10,9,6,100,96,88,1012,1010,1007,6,5,3,16,11,0.0,4.0,1,84
2014-11-30,12,9,7,10,8,7,100,88,77,1016,1015,1014,10,9,0,24,14,0.0,5.0,1,312
2014-12-01,8,7,6,6,6,5,93,90,87,1015,1014,1014,10,6,6,19,13,0.0,8.0,1,40
2014-12-02,9,7,4,6,3,0,93,78,62,1026,1022,1014,10,9,5,35,19,0.0,5.0,0,350
2014-12-03,8,4,2,4,2,0,93,83,71,1027,1025,1021,10,10,9,21,14,0.0,3.0,0,11
2014-12-04,5,4,3,4,3,2,100,91,81,1021,1016,1015,10,7,1,16,10,0.0,6.0,0,41
2014-12-05,8,4,1,4,3,1,100,87,71,1025,1020,1016,10,7,1,24,11,0.0,4.0,0,286
2014-12-06,7,3,-1,4,2,-1,100,90,81,1028,1026,1025,10,10,9,14,10,0.0,2.0,0,230
2014-12-07,10,6,2,9,3,-1,100,77,61,1018,1016,1013,10,10,4,27,23,0.0,4.0,0,262
2014-12-08,7,3,0,2,2,-1,100,84,66,1026,1020,1016,10,10,10,27,14,0.0,2.0,1,270
2014-12-09,11,6,0,11,4,-1,100,94,87,1027,1019,1009,10,10,10,39,18,0.0,4.0,1,209
2014-12-10,11,7,4,10,3,1,94,76,62,1015,1012,1009,10,10,10,35,27,0.0,2.0,1,247
2014-12-11,7,6,5,7,4,2,100,87,76,1009,1005,997,10,9,6,37,27,0.0,4.0,1,241
2014-12-12,7,4,2,7,2,0,100,85,76,1004,996,989,10,9,5,26,19,0.0,3.0,1,251
2014-12-13,7,3,-1,3,2,-1,100,88,71,1013,1010,1004,10,10,8,14,10,0.0,1.0,1,256
2014-12-14,9,7,4,7,6,2,93,85,81,1010,1007,1005,10,10,10,40,29,0.0,4.0,0,213
2014-12-15,9,6,2,7,4,1,100,92,81,1012,1011,1005,10,10,10,35,18,0.0,2.0,1,236
2014-12-16,7,3,1,6,4,1,100,91,81,1015,1012,1004,10,9,5,27,14,0.0,3.0,1,220
2014-12-17,13,10,7,11,10,6,100,92,82,1007,1005,1002,10,8,4,32,19,0.0,4.0,1,240
2014-12-18,14,12,11,11,11,11,100,90,82,1007,1006,1005,10,9,5,39,24,0.0,6.0,1,224
2014-12-19,12,8,5,11,4,2,94,78,62,1021,1015,1005,10,10,9,37,26,0.0,3.0,1,253
2014-12-20,10,8,5,5,3,3,87,74,62,1029,1025,1020,10,10,10,29,19,0.0,3.0,0,266
2014-12-21,11,9,7,9,8,5,94,89,87,1025,1022,1019,10,10,10,34,23,0.0,5.0,0,219
2014-12-22,13,12,11,10,9,8,88,81,72,1015,1014,1013,10,10,10,40,34,0.0,4.0,0,231
2014-12-23,12,11,10,10,9,7,94,88,72,1015,1013,1010,10,10,7,40,31,0.0,4.0,0,222
2014-12-24,11,8,6,10,4,1,100,76,62,1018,1015,1009,10,9,7,32,23,0.0,2.0,1,255
2014-12-27,4,3,2,2,2,0,93,88,87,1009,1009,1008,10,10,8,19,13,0.0,4.0,1,327
2014-12-28,5,2,0,1,1,-1,100,85,76,1036,1033,1029,9,8,8,11,5,0.0,1.0,0,352
2014-12-29,6,2,-2,3,1,-2,100,94,81,1042,1041,1040,10,9,8,10,8,0.0,1.0,1,231
2014-12-30,5,1,-3,3,1,-3,100,96,87,1041,1037,1035,10,7,0,16,10,0.0,1.0,1,228
2014-12-31,7,2,-2,6,3,-2,100,94,87,1032,1030,1029,10,9,3,21,13,0.0,3.0,1,194
