GMT,MaxTemperatureC,MeanTemperatureC,MinTemperatureC,DewPointC,MeanDewPointC,MinDewpointC,MaxHumidity,MeanHumidity,MinHumidity,MaxSeaLevelPressurehPa,MeanSeaLevelPressurehPa,MinSeaLevelPressurehPa,MaxVisibilityKm,MeanVisibilityKm,MinVisibilitykM,MaxWindSpeedKm/h,MeanWindSpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees
2012-05-30,24.0,18.0,13.0,16.0,13.0,11.0,94.0,70.0,44.0,1018.0,1017.0,1016.0,10.0,9.0,8.0,21.0,8.0,0.0,2.0,1,232
2012-05-31,17.0,14.0,13.0,15.0,13.0,11.0,94.0,86.0,72.0,1019.0,1018.0,1017.0,10.0,9.0,4.0,26.0,14.0,0.0,4.0,1,249
2012-06-01,19.0,16.0,13.0,14.0,13.0,11.0,100.0,81.0,60.0,1020.0,1019.0,1018.0,10.0,9.0,7.0,16.0,8.0,0.0,4.0,0,8
2012-06-02,15.0,13.0,12.0,12.0,12.0,12.0,100.0,91.0,82.0,1018.0,1015.0,1011.0,10.0,8.0,2.0,16.0,11.0,0.0,6.0,0,96
2012-06-03,11.0,10.0,10.0,10.0,10.0,9.0,100.0,95.0,94.0,1008.0,1007.0,1007.0,5.0,4.0,3.0,23.0,18.0,0.0,6.0,1,78
2012-06-04,15.0,12.0,9.0,7.0,6.0,4.0,87.0,62.0,48.0,1017.0,1016.0,1014.0,10.0,10.0,10.0,23.0,16.0,0.0,3.0,0,10
2012-06-05,13.0,12.0,11.0,11.0,9.0,8.0,94.0,81.0,72.0,1015.0,1012.0,1008.0,10.0,9.0,5.0,21.0,14.0,0.0,5.0,1,161
2012-06-06,17.0,13.0,11.0,14.0,12.0,10.0,100.0,84.0,72.0,1001.0,1000.0,999.0,10.0,10.0,5.0,24.0,14.0,0.0,3.0,1,212
2012-06-07,16.0,13.0,11.0,14.0,12.0,10.0,100.0,91.0,82.0,1001.0,994.0,989.0,10.0,8.0,3.0,27.0,14.0,0.0,6.0,1,147
2012-06-08,14.0,12.0,11.0,12.0,10.0,7.0,94.0,85.0,72.0,1002.0,994.0,986.0,10.0,9.0,7.0,40.0,31.0,0.0,6.0,1,215
2012-06-09,17.0,13.0,10.0,8.0,7.0,5.0,82.0,66.0,48.0,1010.0,1008.0,1002.0,10.0,10.0,10.0,34.0,29.0,0.0,4.0,1,245
2012-06-10,18.0,14.0,11.0,10.0,8.0,7.0,88.0,61.0,52.0,1010.0,1008.0,1006.0,10.0,10.0,10.0,10.0,3.0,0.0,3.0,0,137
2012-06-11,12.0,11.0,11.0,11.0,11.0,10.0,94.0,93.0,88.0,1006.0,1005.0,1004.0,10.0,7.0,6.0,24.0,16.0,0.0,6.0,1,18
2012-06-12,13.0,11.0,10.0,10.0,8.0,7.0,100.0,78.0,67.0,1014.0,1011.0,1006.0,10.0,10.0,10.0,23.0,13.0,0.0,5.0,1,14
2012-06-13,18.0,13.0,8.0,10.0,8.0,7.0,100.0,69.0,49.0,1017.0,1016.0,1014.0,10.0,10.0,10.0,13.0,5.0,0.0,2.0,0,181
2012-06-14,18.0,13.0,9.0,10.0,9.0,8.0,94.0,74.0,52.0,1017.0,1014.0,1009.0,10.0,9.0,6.0,29.0,14.0,0.0,3.0,1,104
2012-06-15,19.0,14.0,11.0,12.0,11.0,9.0,94.0,76.0,56.0,1009.0,1005.0,1003.0,10.0,9.0,6.0,39.0,24.0,0.0,4.0,1,184
2012-06-16,15.0,13.0,12.0,13.0,12.0,10.0,94.0,85.0,77.0,1004.0,1004.0,1003.0,10.0,9.0,6.0,37.0,24.0,0.0,6.0,1,195
2012-06-17,16.0,14.0,13.0,11.0,11.0,10.0,88.0,76.0,68.0,1017.0,1016.0,1014.0,10.0,10.0,10.0,21.0,13.0,0.0,3.0,1,247
2012-06-18,19.0,14.0,11.0,11.0,9.0,7.0,100.0,69.0,52.0,1018.0,1017.0,1015.0,10.0,10.0,8.0,14.0,8.0,0.0,3.0,0,235
2012-06-19,20.0,15.0,10.0,11.0,9.0,8.0,94.0,66.0,46.0,1019.0,1018.0,1017.0,10.0,10.0,10.0,14.0,10.0,0.0,3.0,0,244
2012-06-20,21.0,17.0,14.0,12.0,11.0,9.0,82.0,63.0,46.0,1018.0,1016.0,1013.0,10.0,10.0,10.0,19.0,8.0,0.0,4.0,0,98
2012-06-21,20.0,16.0,11.0,16.0,13.0,8.0,100.0,86.0,67.0,1012.0,1004.0,1002.0,10.0,8.0,2.0,23.0,14.0,0.0,6.0,1,171
2012-06-22,16.0,13.0,11.0,13.0,11.0,10.0,94.0,84.0,72.0,1014.0,1007.0,1002.0,10.0,10.0,7.0,32.0,23.0,0.0,5.0,1,216
2012-06-23,18.0,14.0,12.0,11.0,10.0,8.0,88.0,68.0,59.0,1018.0,1017.0,1014.0,10.0,10.0,10.0,34.0,26.0,0.0,2.0,1,226
2012-06-24,19.0,17.0,14.0,14.0,11.0,10.0,94.0,73.0,59.0,1013.0,1010.0,1005.0,10.0,10.0,10.0,32.0,23.0,0.0,3.0,1,283
2012-06-25,21.0,16.0,12.0,13.0,12.0,10.0,94.0,70.0,53.0,1018.0,1017.0,1016.0,10.0,10.0,10.0,14.0,8.0,0.0,3.0,0,293
2012-06-26,21.0,17.0,14.0,18.0,14.0,9.0,94.0,81.0,56.0,1019.0,1018.0,1017.0,10.0,9.0,5.0,19.0,10.0,0.0,3.0,1,191
2012-06-27,24.0,20.0,17.0,18.0,17.0,16.0,94.0,83.0,65.0,1018.0,1016.0,1012.0,10.0,10.0,10.0,23.0,13.0,0.0,5.0,0,211
2012-06-28,25.0,20.0,15.0,21.0,17.0,13.0,94.0,81.0,57.0,1011.0,1002.0,999.0,10.0,10.0,9.0,27.0,11.0,0.0,3.0,1,198
2012-06-29,19.0,17.0,14.0,15.0,13.0,12.0,94.0,81.0,64.0,1003.0,1001.0,999.0,10.0,10.0,4.0,32.0,21.0,0.0,4.0,1,196
2012-06-30,19.0,17.0,14.0,13.0,12.0,9.0,94.0,71.0,56.0,1006.0,1005.0,1003.0,10.0,10.0,10.0,29.0,21.0,0.0,3.0,0,209
2012-07-01,18.0,14.0,12.0,11.0,9.0,9.0,82.0,69.0,56.0,1014.0,1012.0,1011.0,10.0,10.0,10.0,32.0,23.0,0.0,4.0,0,233
2012-07-02,17.0,14.0,13.0,16.0,14.0,12.0,100.0,93.0,88.0,1013.0,1012.0,1011.0,10.0,8.0,4.0,21.0,16.0,0.0,6.0,1,176
2012-07-03,18.0,17.0,15.0,16.0,16.0,15.0,100.0,95.0,88.0,1012.0,1011.0,1009.0,10.0,9.0,1.0,16.0,11.0,0.0,5.0,1,173
2012-07-04,22.0,19.0,16.0,18.0,17.0,15.0,100.0,90.0,73.0,1009.0,1008.0,1006.0,10.0,9.0,4.0,21.0,11.0,0.0,5.0,1,173
2012-07-05,22.0,18.0,14.0,16.0,14.0,12.0,100.0,74.0,60.0,1010.0,1009.0,1008.0,10.0,10.0,8.0,10.0,6.0,0.0,2.0,1,262
2012-07-06,19.0,16.0,13.0,17.0,15.0,12.0,100.0,93.0,83.0,1008.0,1006.0,1004.0,10.0,7.0,5.0,21.0,8.0,0.0,4.0,1,169
2012-07-07,19.0,16.0,12.0,14.0,13.0,11.0,100.0,82.0,68.0,1007.0,1007.0,1006.0,10.0,9.0,7.0,19.0,10.0,0.0,3.0,0,123
2012-07-08,20.0,18.0,15.0,15.0,13.0,12.0,88.0,76.0,60.0,1007.0,1006.0,1005.0,10.0,9.0,7.0,21.0,14.0,0.0,4.0,1,323
2012-07-09,19.0,17.0,14.0,14.0,13.0,11.0,94.0,77.0,64.0,1011.0,1010.0,1009.0,10.0,10.0,10.0,14.0,10.0,0.0,4.0,0,246
2012-07-10,17.0,13.0,11.0,14.0,12.0,10.0,100.0,86.0,72.0,1011.0,1010.0,1009.0,10.0,9.0,6.0,19.0,11.0,0.0,4.0,1,252
2012-07-11,18.0,14.0,10.0,12.0,10.0,8.0,94.0,76.0,55.0,1011.0,1010.0,1009.0,10.0,10.0,9.0,34.0,14.0,0.0,4.0,1,269
2012-07-12,19.0,14.0,9.0,13.0,10.0,8.0,100.0,78.0,52.0,1013.0,1010.0,1004.0,10.0,9.0,8.0,23.0,11.0,0.0,3.0,1,200
2012-07-13,19.0,17.0,14.0,14.0,13.0,13.0,100.0,88.0,68.0,1003.0,1000.0,998.0,10.0,8.0,1.0,21.0,8.0,0.0,6.0,1,295
2012-07-14,19.0,16.0,12.0,13.0,12.0,10.0,100.0,80.0,59.0,1008.0,1005.0,1000.0,10.0,10.0,8.0,16.0,11.0,0.0,3.0,1,352
2012-07-15,18.0,16.0,13.0,9.0,8.0,7.0,77.0,58.0,49.0,1017.0,1015.0,1013.0,10.0,10.0,10.0,27.0,18.0,0.0,3.0,0,266
2012-07-16,19.0,16.0,13.0,17.0,15.0,13.0,100.0,92.0,83.0,1018.0,1016.0,1014.0,10.0,8.0,4.0,26.0,16.0,0.0,6.0,1,221
2012-07-17,22.0,18.0,15.0,17.0,15.0,13.0,88.0,79.0,68.0,1022.0,1021.0,1018.0,10.0,10.0,8.0,32.0,21.0,0.0,4.0,0,237
2012-07-18,21.0,18.0,15.0,17.0,14.0,13.0,94.0,84.0,64.0,1018.0,1010.0,1006.0,10.0,10.0,6.0,26.0,19.0,0.0,4.0,1,226
2012-07-19,18.0,14.0,12.0,13.0,12.0,10.0,94.0,82.0,59.0,1013.0,1011.0,1007.0,10.0,9.0,5.0,21.0,14.0,0.0,5.0,1,276
2012-07-20,18.0,14.0,12.0,12.0,11.0,7.0,94.0,75.0,52.0,1021.0,1017.0,1013.0,10.0,10.0,8.0,21.0,10.0,0.0,4.0,1,329
2012-07-21,20.0,16.0,11.0,11.0,10.0,9.0,94.0,65.0,49.0,1025.0,1024.0,1021.0,10.0,10.0,10.0,10.0,3.0,0.0,2.0,0,330
2012-07-22,23.0,19.0,15.0,13.0,12.0,11.0,88.0,58.0,47.0,1026.0,1025.0,1023.0,10.0,10.0,10.0,23.0,16.0,0.0,1.0,0,211
2012-07-23,25.0,19.0,13.0,15.0,11.0,8.0,88.0,54.0,34.0,1023.0,1021.0,1019.0,10.0,10.0,10.0,26.0,13.0,0.0,1.0,0,211
2012-07-24,28.0,21.0,15.0,15.0,11.0,9.0,82.0,49.0,30.0,1020.0,1017.0,1016.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0,205
2012-07-25,26.0,21.0,16.0,18.0,17.0,12.0,94.0,69.0,54.0,1020.0,1017.0,1006.0,10.0,10.0,10.0,19.0,11.0,0.0,2.0,1,13
2012-07-26,27.0,21.0,15.0,18.0,16.0,14.0,94.0,71.0,51.0,1020.0,1018.0,1015.0,10.0,8.0,4.0,14.0,11.0,0.0,2.0,0,104
2012-07-27,24.0,20.0,15.0,17.0,12.0,7.0,94.0,63.0,47.0,1016.0,1013.0,1012.0,10.0,9.0,4.0,26.0,14.0,0.0,2.0,0,334
2012-07-28,20.0,17.0,14.0,11.0,8.0,5.0,82.0,54.0,37.0,1012.0,1010.0,1009.0,10.0,10.0,10.0,19.0,13.0,0.0,3.0,0,254
2012-07-29,19.0,17.0,15.0,11.0,10.0,6.0,77.0,64.0,43.0,1011.0,1010.0,1010.0,10.0,10.0,10.0,19.0,19.0,0.0,3.0,1,240
2012-07-30,18.0,14.0,11.0,12.0,10.0,7.0,94.0,72.0,52.0,1015.0,1014.0,1013.0,10.0,10.0,5.0,19.0,16.0,0.0,3.0,1,249
2012-07-31,20.0,16.0,11.0,17.0,14.0,9.0,100.0,88.0,73.0,1015.0,1012.0,1011.0,10.0,9.0,3.0,23.0,14.0,0.0,4.0,1,211
2012-08-01,22.0,18.0,15.0,16.0,15.0,14.0,100.0,82.0,60.0,1011.0,1007.0,1004.0,10.0,10.0,8.0,32.0,18.0,0.0,2.0,1,191
2012-08-02,21.0,17.0,14.0,16.0,14.0,12.0,94.0,83.0,64.0,1010.0,1009.0,1007.0,10.0,9.0,7.0,27.0,13.0,0.0,3.0,1,212
2012-08-03,21.0,16.0,12.0,14.0,13.0,12.0,100.0,78.0,56.0,1011.0,1011.0,1010.0,10.0,10.0,7.0,23.0,14.0,0.0,4.0,0,205
2012-08-04,21.0,18.0,15.0,16.0,14.0,12.0,88.0,78.0,64.0,1010.0,1008.0,1007.0,10.0,10.0,10.0,23.0,13.0,0.0,3.0,1,188
2012-08-05,20.0,17.0,14.0,14.0,13.0,11.0,94.0,80.0,64.0,1007.0,1006.0,1005.0,10.0,10.0,7.0,23.0,11.0,0.0,3.0,1,185
2012-08-06,20.0,17.0,12.0,15.0,13.0,10.0,100.0,81.0,64.0,1014.0,1010.0,1006.0,10.0,9.0,6.0,23.0,11.0,0.0,4.0,1,252
2012-08-07,20.0,16.0,11.0,15.0,13.0,9.0,100.0,83.0,64.0,1021.0,1019.0,1014.0,10.0,10.0,3.0,24.0,13.0,0.0,4.0,1,228
2012-08-08,23.0,19.0,15.0,16.0,14.0,12.0,100.0,74.0,50.0,1023.0,1023.0,1021.0,10.0,9.0,4.0,14.0,6.0,0.0,4.0,0,291
2012-08-09,24.0,18.0,12.0,13.0,12.0,11.0,100.0,61.0,44.0,1027.0,1027.0,1025.0,10.0,10.0,7.0,13.0,6.0,0.0,2.0,0,342
2012-08-10,25.0,18.0,11.0,16.0,13.0,10.0,94.0,67.0,47.0,1028.0,1026.0,1025.0,10.0,8.0,1.0,16.0,8.0,0.0,2.0,0,49
2012-08-11,23.0,19.0,15.0,15.0,14.0,12.0,94.0,70.0,50.0,1025.0,1021.0,1017.0,10.0,8.0,5.0,26.0,16.0,0.0,3.0,0,103
2012-08-12,24.0,20.0,16.0,17.0,16.0,14.0,88.0,73.0,61.0,1013.0,1011.0,1010.0,10.0,9.0,8.0,24.0,14.0,0.0,2.0,0,127
2012-08-13,22.0,18.0,15.0,17.0,16.0,14.0,100.0,84.0,69.0,1010.0,1009.0,1009.0,10.0,10.0,9.0,26.0,14.0,0.0,5.0,1,162
2012-08-14,25.0,20.0,15.0,17.0,15.0,14.0,100.0,73.0,50.0,1011.0,1010.0,1009.0,10.0,9.0,7.0,16.0,10.0,0.0,3.0,0,177
2012-08-15,22.0,19.0,16.0,19.0,15.0,12.0,94.0,82.0,68.0,1010.0,1004.0,1000.0,10.0,9.0,4.0,32.0,18.0,0.0,3.0,1,158
2012-08-16,22.0,18.0,15.0,15.0,14.0,12.0,88.0,75.0,60.0,1014.0,1013.0,1007.0,10.0,10.0,5.0,29.0,19.0,0.0,3.0,1,191
2012-08-17,23.0,20.0,17.0,19.0,17.0,14.0,100.0,84.0,64.0,1013.0,1012.0,1010.0,10.0,9.0,4.0,29.0,18.0,0.0,4.0,1,183
2012-08-18,25.0,21.0,17.0,20.0,18.0,16.0,94.0,78.0,69.0,1015.0,1013.0,1012.0,10.0,10.0,10.0,23.0,11.0,0.0,4.0,0,222
2012-08-19,28.0,23.0,19.0,20.0,19.0,17.0,88.0,72.0,58.0,1016.0,1015.0,1014.0,10.0,10.0,10.0,21.0,10.0,0.0,3.0,0,264
2012-08-20,23.0,20.0,15.0,17.0,15.0,13.0,94.0,77.0,57.0,1020.0,1019.0,1018.0,10.0,9.0,5.0,19.0,10.0,0.0,5.0,1,234
2012-08-21,21.0,17.0,14.0,15.0,14.0,13.0,100.0,81.0,64.0,1020.0,1016.0,1014.0,10.0,10.0,9.0,26.0,10.0,0.0,2.0,0,220
2012-08-22,20.0,17.0,13.0,14.0,13.0,11.0,94.0,77.0,64.0,1017.0,1016.0,1015.0,10.0,10.0,9.0,35.0,18.0,0.0,3.0,1,238
2012-08-23,19.0,14.0,10.0,14.0,12.0,10.0,100.0,78.0,64.0,1016.0,1013.0,1009.0,10.0,10.0,9.0,16.0,10.0,0.0,2.0,0,227
2012-08-24,20.0,17.0,13.0,15.0,13.0,11.0,100.0,80.0,56.0,1009.0,1003.0,999.0,10.0,9.0,6.0,19.0,10.0,0.0,3.0,1,164
2012-08-25,21.0,18.0,15.0,16.0,16.0,14.0,100.0,87.0,73.0,1000.0,999.0,998.0,10.0,9.0,5.0,23.0,10.0,0.0,5.0,1,220
2012-08-26,20.0,17.0,14.0,12.0,11.0,9.0,82.0,65.0,49.0,1017.0,1016.0,1013.0,10.0,10.0,10.0,19.0,14.0,0.0,3.0,0,262
2012-08-27,19.0,17.0,16.0,15.0,14.0,13.0,94.0,82.0,73.0,1014.0,1010.0,1007.0,10.0,9.0,7.0,27.0,23.0,0.0,3.0,1,178
2012-08-28,21.0,17.0,13.0,15.0,13.0,11.0,100.0,78.0,53.0,1013.0,1012.0,1010.0,10.0,9.0,5.0,23.0,14.0,0.0,2.0,0,218
2012-08-29,16.0,14.0,13.0,14.0,13.0,11.0,94.0,91.0,82.0,1012.0,1009.0,1008.0,10.0,9.0,4.0,27.0,16.0,0.0,3.0,1,184
2012-08-30,18.0,14.0,11.0,13.0,10.0,5.0,100.0,76.0,63.0,1027.0,1019.0,1009.0,10.0,9.0,3.0,32.0,18.0,0.0,3.0,1,346
2012-08-31,18.0,12.0,6.0,10.0,8.0,5.0,93.0,67.0,52.0,1030.0,1029.0,1027.0,10.0,10.0,10.0,16.0,10.0,0.0,2.0,1,287
2012-09-01,22.0,17.0,13.0,14.0,13.0,10.0,94.0,75.0,53.0,1028.0,1025.0,1022.0,10.0,10.0,10.0,27.0,11.0,0.0,3.0,0,228
2012-09-02,22.0,18.0,15.0,17.0,16.0,14.0,94.0,79.0,69.0,1024.0,1023.0,1023.0,10.0,10.0,10.0,16.0,11.0,0.0,4.0,0,237
2012-09-03,23.0,17.0,10.0,14.0,13.0,10.0,100.0,72.0,47.0,1027.0,1025.0,1024.0,9.0,6.0,3.0,13.0,6.0,0.0,0.0,1,236
2012-09-04,22.0,18.0,13.0,16.0,13.0,9.0,100.0,79.0,56.0,1026.0,1024.0,1023.0,10.0,8.0,3.0,21.0,13.0,0.0,3.0,0,301
2012-09-05,20.0,14.0,8.0,10.0,9.0,7.0,100.0,70.0,49.0,1030.0,1028.0,1026.0,10.0,10.0,8.0,23.0,13.0,0.0,2.0,0,339
2012-09-06,21.0,13.0,6.0,14.0,11.0,6.0,100.0,77.0,53.0,1030.0,1027.0,1024.0,10.0,8.0,3.0,27.0,11.0,0.0,1.0,1,229
2012-09-07,24.0,17.0,10.0,13.0,12.0,9.0,94.0,66.0,44.0,1024.0,1024.0,1023.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0,240
2012-09-08,25.0,18.0,10.0,14.0,11.0,5.0,100.0,64.0,29.0,1023.0,1020.0,1017.0,9.0,5.0,0.0,13.0,6.0,0.0,0.0,1,219
2012-09-09,26.0,20.0,14.0,15.0,12.0,9.0,77.0,54.0,39.0,1011.0,1009.0,1007.0,10.0,10.0,10.0,29.0,14.0,0.0,1.0,0,197
2012-09-10,20.0,18.0,16.0,16.0,14.0,14.0,94.0,83.0,68.0,1008.0,1007.0,1006.0,10.0,10.0,5.0,27.0,21.0,0.0,4.0,1,217
2012-09-11,17.0,13.0,9.0,14.0,8.0,4.0,94.0,70.0,45.0,1016.0,1012.0,1006.0,10.0,10.0,10.0,32.0,21.0,0.0,3.0,1,257
2012-09-12,18.0,12.0,6.0,13.0,9.0,5.0,93.0,79.0,63.0,1016.0,1013.0,1011.0,10.0,9.0,1.0,34.0,14.0,0.0,3.0,1,253
2012-09-13,18.0,12.0,6.0,12.0,9.0,5.0,100.0,77.0,59.0,1020.0,1017.0,1013.0,10.0,10.0,10.0,24.0,14.0,0.0,2.0,0,241
2012-09-14,18.0,16.0,12.0,13.0,10.0,8.0,88.0,68.0,55.0,1017.0,1013.0,1009.0,10.0,10.0,10.0,37.0,21.0,0.0,4.0,0,273
2012-09-15,20.0,15.0,10.0,12.0,11.0,8.0,94.0,74.0,60.0,1018.0,1016.0,1015.0,10.0,10.0,9.0,24.0,14.0,0.0,2.0,0,244
2012-09-16,20.0,17.0,14.0,14.0,13.0,11.0,94.0,75.0,64.0,1012.0,1010.0,1009.0,10.0,10.0,10.0,27.0,19.0,0.0,5.0,0,224
2012-09-17,17.0,12.0,8.0,11.0,9.0,8.0,100.0,72.0,55.0,1012.0,1011.0,1009.0,10.0,10.0,10.0,27.0,16.0,0.0,3.0,0,233
2012-09-18,16.0,12.0,8.0,10.0,7.0,3.0,94.0,73.0,42.0,1019.0,1013.0,1009.0,10.0,10.0,9.0,34.0,18.0,0.0,3.0,1,270
2012-09-19,16.0,11.0,6.0,7.0,6.0,5.0,93.0,72.0,48.0,1022.0,1021.0,1019.0,10.0,10.0,10.0,26.0,14.0,0.0,2.0,0,267
2012-09-20,17.0,12.0,8.0,11.0,9.0,6.0,94.0,80.0,63.0,1022.0,1019.0,1017.0,10.0,10.0,10.0,24.0,13.0,0.0,2.0,1,219
2012-09-21,14.0,11.0,9.0,12.0,10.0,8.0,100.0,92.0,82.0,1018.0,1015.0,1014.0,10.0,9.0,3.0,21.0,13.0,0.0,3.0,1,338
2012-09-22,14.0,10.0,7.0,8.0,6.0,5.0,93.0,72.0,55.0,1022.0,1020.0,1018.0,10.0,10.0,10.0,14.0,10.0,0.0,2.0,0,65
2012-09-23,12.0,10.0,8.0,10.0,8.0,6.0,100.0,88.0,77.0,1015.0,1009.0,1003.0,10.0,7.0,4.0,24.0,14.0,0.0,5.0,1,77
2012-09-24,14.0,12.0,10.0,13.0,11.0,8.0,100.0,90.0,72.0,988.0,986.0,984.0,10.0,8.0,3.0,37.0,23.0,0.0,5.0,1,215
2012-09-25,14.0,11.0,9.0,10.0,9.0,8.0,93.0,83.0,72.0,986.0,985.0,984.0,10.0,10.0,10.0,34.0,23.0,0.0,3.0,0,198
2012-09-26,15.0,13.0,11.0,11.0,11.0,9.0,94.0,87.0,72.0,1000.0,992.0,986.0,10.0,10.0,8.0,21.0,16.0,0.0,3.0,1,62
2012-09-27,16.0,12.0,8.0,11.0,9.0,7.0,94.0,82.0,63.0,1012.0,1008.0,1000.0,10.0,9.0,8.0,19.0,13.0,0.0,3.0,1,286
2012-09-28,17.0,12.0,8.0,13.0,9.0,7.0,100.0,84.0,63.0,1012.0,1011.0,1009.0,10.0,10.0,5.0,29.0,14.0,0.0,4.0,0,228
2012-09-29,16.0,12.0,8.0,9.0,6.0,4.0,93.0,67.0,48.0,1019.0,1017.0,1013.0,10.0,10.0,10.0,27.0,16.0,0.0,2.0,0,269
2012-09-30,16.0,13.0,12.0,13.0,12.0,10.0,94.0,82.0,77.0,1017.0,1015.0,1013.0,10.0,10.0,10.0,40.0,26.0,0.0,5.0,1,219
2012-10-01,17.0,13.0,10.0,13.0,11.0,10.0,100.0,87.0,72.0,1010.0,1009.0,1008.0,10.0,10.0,6.0,29.0,14.0,0.0,2.0,1,217
2012-10-02,17.0,13.0,10.0,12.0,11.0,9.0,94.0,87.0,68.0,1010.0,1006.0,1002.0,10.0,9.0,6.0,32.0,18.0,0.0,4.0,1,204
2012-10-03,15.0,10.0,5.0,10.0,7.0,5.0,100.0,80.0,59.0,1004.0,1003.0,1002.0,10.0,10.0,7.0,27.0,19.0,0.0,2.0,1,220
2012-10-04,15.0,9.0,4.0,10.0,8.0,4.0,100.0,81.0,63.0,1009.0,1007.0,1004.0,10.0,10.0,9.0,23.0,13.0,0.0,3.0,1,218
2012-10-05,13.0,11.0,9.0,10.0,9.0,8.0,100.0,85.0,77.0,1009.0,1007.0,1002.0,10.0,9.0,5.0,24.0,16.0,0.0,2.0,1,233
2012-10-06,15.0,11.0,7.0,9.0,8.0,7.0,100.0,75.0,59.0,1015.0,1013.0,1009.0,10.0,9.0,5.0,14.0,11.0,0.0,2.0,1,299
2012-10-07,14.0,10.0,7.0,9.0,8.0,7.0,100.0,78.0,67.0,1023.0,1022.0,1022.0,10.0,8.0,1.0,8.0,5.0,0.0,2.0,1,133
2012-10-08,13.0,11.0,10.0,12.0,11.0,9.0,94.0,91.0,82.0,1016.0,1014.0,1012.0,9.0,7.0,5.0,14.0,10.0,0.0,6.0,1,74
2012-10-09,13.0,9.0,6.0,9.0,7.0,6.0,100.0,83.0,67.0,1018.0,1017.0,1015.0,10.0,9.0,3.0,19.0,11.0,0.0,3.0,0,72
2012-10-10,14.0,11.0,8.0,9.0,8.0,6.0,87.0,78.0,67.0,1016.0,1014.0,1011.0,10.0,10.0,8.0,13.0,8.0,0.0,5.0,0,133
2012-10-11,14.0,12.0,10.0,14.0,12.0,8.0,100.0,92.0,82.0,1006.0,1001.0,996.0,10.0,6.0,3.0,19.0,13.0,0.0,7.0,1,113
2012-10-12,14.0,9.0,5.0,14.0,7.0,4.0,100.0,79.0,62.0,1007.0,1005.0,996.0,10.0,9.0,4.0,27.0,18.0,0.0,3.0,1,243
2012-10-13,12.0,8.0,4.0,7.0,6.0,4.0,100.0,85.0,71.0,1006.0,1004.0,1003.0,10.0,9.0,3.0,14.0,6.0,0.0,3.0,1,277
2012-10-14,13.0,7.0,0.0,7.0,4.0,0.0,100.0,78.0,58.0,1003.0,1002.0,1001.0,10.0,8.0,0.0,19.0,10.0,0.0,2.0,1,311
2012-10-15,13.0,9.0,5.0,10.0,8.0,4.0,100.0,90.0,67.0,1001.0,999.0,995.0,10.0,9.0,5.0,23.0,11.0,0.0,4.0,1,206
2012-10-16,14.0,10.0,7.0,10.0,6.0,4.0,100.0,73.0,51.0,1003.0,999.0,992.0,10.0,9.0,5.0,48.0,24.0,0.0,4.0,1,216
2012-10-17,16.0,11.0,7.0,11.0,9.0,6.0,100.0,82.0,59.0,1001.0,995.0,990.0,10.0,10.0,8.0,32.0,18.0,0.0,2.0,1,177
2012-10-18,17.0,13.0,10.0,11.0,11.0,9.0,100.0,83.0,63.0,1005.0,1000.0,996.0,10.0,10.0,8.0,27.0,18.0,0.0,3.0,1,177
2012-10-19,13.0,10.0,8.0,11.0,10.0,7.0,100.0,94.0,82.0,1010.0,1008.0,1005.0,10.0,9.0,7.0,11.0,5.0,0.0,3.0,1,156
2012-10-20,14.0,12.0,10.0,11.0,10.0,9.0,100.0,94.0,77.0,1018.0,1015.0,1010.0,10.0,9.0,5.0,13.0,8.0,0.0,4.0,1,216
2012-10-21,13.0,10.0,8.0,10.0,9.0,8.0,100.0,89.0,77.0,1020.0,1019.0,1019.0,10.0,7.0,0.0,21.0,13.0,0.0,5.0,1,46
2012-10-22,14.0,13.0,12.0,13.0,13.0,12.0,100.0,100.0,94.0,1024.0,1022.0,1019.0,8.0,2.0,0.0,23.0,16.0,0.0,8.0,1,43
2012-10-23,14.0,13.0,12.0,13.0,13.0,12.0,100.0,100.0,94.0,1026.0,1025.0,1024.0,5.0,1.0,0.0,23.0,14.0,0.0,8.0,1,32
2012-10-24,14.0,13.0,12.0,13.0,13.0,12.0,100.0,96.0,94.0,1024.0,1020.0,1019.0,9.0,5.0,0.0,24.0,19.0,0.0,7.0,0,54
2012-10-25,12.0,10.0,9.0,12.0,8.0,6.0,100.0,89.0,77.0,1019.0,1018.0,1017.0,10.0,9.0,3.0,32.0,24.0,0.0,6.0,0,55
2012-10-26,9.0,7.0,4.0,6.0,2.0,-2.0,87.0,72.0,61.0,1018.0,1015.0,1013.0,10.0,10.0,10.0,32.0,26.0,0.0,3.0,0,26
2012-10-27,9.0,6.0,2.0,2.0,1.0,-2.0,81.0,69.0,58.0,1021.0,1019.0,1014.0,10.0,10.0,10.0,32.0,27.0,0.0,2.0,0,339
2012-10-28,10.0,8.0,5.0,8.0,7.0,4.0,100.0,92.0,87.0,1014.0,1011.0,1009.0,10.0,10.0,10.0,24.0,14.0,0.0,4.0,1,225
2012-10-29,12.0,8.0,5.0,9.0,7.0,5.0,100.0,90.0,77.0,1008.0,1007.0,1007.0,10.0,10.0,10.0,19.0,10.0,0.0,4.0,1,250
